timestamp,open,high,low,close,volume
2025-07-16 10:45:00,166.60000000,166.65000000,166.16000000,166.29000000,13557.48200000
2025-07-16 10:50:00,166.28000000,166.43000000,166.17000000,166.20000000,6875.14800000
2025-07-16 10:55:00,166.21000000,166.25000000,165.98000000,166.02000000,16351.16900000
2025-07-16 11:00:00,166.01000000,166.34000000,166.00000000,166.17000000,8566.95200000
2025-07-16 11:05:00,166.16000000,166.36000000,166.16000000,166.31000000,7057.35200000
2025-07-16 11:10:00,166.30000000,166.55000000,166.22000000,166.50000000,25475.67600000
2025-07-16 11:15:00,166.50000000,166.54000000,166.16000000,166.19000000,18751.17400000
2025-07-16 11:20:00,166.20000000,166.21000000,166.02000000,166.15000000,7945.29300000
2025-07-16 11:25:00,166.15000000,166.21000000,166.05000000,166.19000000,12302.88300000
2025-07-16 11:30:00,166.18000000,166.31000000,166.06000000,166.27000000,17447.50400000
2025-07-16 11:35:00,166.26000000,166.43000000,166.25000000,166.38000000,12203.58300000
2025-07-16 11:40:00,166.38000000,166.47000000,166.35000000,166.47000000,7366.94700000
2025-07-16 11:45:00,166.47000000,166.62000000,166.39000000,166.62000000,12337.14900000
2025-07-16 11:50:00,166.62000000,166.81000000,166.50000000,166.53000000,9357.76400000
2025-07-16 11:55:00,166.52000000,166.66000000,166.25000000,166.66000000,6335.13100000
2025-07-16 12:00:00,166.66000000,166.91000000,166.52000000,166.91000000,7019.63500000
2025-07-16 12:05:00,166.91000000,167.20000000,166.90000000,167.15000000,12637.32500000
2025-07-16 12:10:00,167.15000000,167.15000000,166.87000000,166.88000000,7494.79300000
2025-07-16 12:15:00,166.89000000,167.24000000,166.85000000,166.88000000,10375.95500000
2025-07-16 12:20:00,166.89000000,167.13000000,166.88000000,167.03000000,9061.52700000
2025-07-16 12:25:00,167.02000000,167.15000000,166.81000000,167.15000000,9125.06700000
2025-07-16 12:30:00,167.15000000,167.49000000,166.62000000,167.38000000,26749.14800000
2025-07-16 12:35:00,167.38000000,167.39000000,167.15000000,167.33000000,10786.50900000
2025-07-16 12:40:00,167.33000000,167.42000000,167.27000000,167.32000000,8919.24800000
2025-07-16 12:45:00,167.33000000,167.42000000,166.96000000,166.96000000,15474.20000000
2025-07-16 12:50:00,166.96000000,167.07000000,166.76000000,166.87000000,8734.13500000
2025-07-16 12:55:00,166.88000000,167.06000000,166.61000000,166.62000000,18952.34500000
2025-07-16 13:00:00,166.61000000,166.64000000,166.36000000,166.64000000,15207.62100000
2025-07-16 13:05:00,166.63000000,166.65000000,166.25000000,166.50000000,21532.27800000
2025-07-16 13:10:00,166.50000000,167.21000000,166.46000000,166.81000000,16550.37400000
2025-07-16 13:15:00,166.80000000,167.00000000,166.77000000,166.93000000,10005.14200000
2025-07-16 13:20:00,166.93000000,167.12000000,166.87000000,167.05000000,7222.44100000
2025-07-16 13:25:00,167.05000000,167.16000000,166.87000000,167.07000000,7539.60600000
2025-07-16 13:30:00,167.06000000,167.30000000,166.66000000,167.28000000,14329.20000000
2025-07-16 13:35:00,167.27000000,167.30000000,166.53000000,166.90000000,15105.60600000
2025-07-16 13:40:00,166.91000000,166.94000000,166.18000000,166.37000000,18357.78600000
2025-07-16 13:45:00,166.37000000,167.29000000,166.25000000,166.83000000,21349.69200000
2025-07-16 13:50:00,166.83000000,167.09000000,166.56000000,166.79000000,15257.52600000
2025-07-16 13:55:00,166.79000000,167.30000000,166.76000000,167.27000000,13898.28900000
2025-07-16 14:00:00,167.28000000,167.40000000,167.08000000,167.31000000,28282.90500000
2025-07-16 14:05:00,167.31000000,167.38000000,166.75000000,167.12000000,25004.33600000
2025-07-16 14:10:00,167.12000000,167.29000000,166.78000000,166.78000000,20862.91400000
2025-07-16 14:15:00,166.79000000,167.26000000,166.62000000,167.13000000,17536.07400000
2025-07-16 14:20:00,167.13000000,167.20000000,166.88000000,167.01000000,13805.53400000
2025-07-16 14:25:00,167.01000000,167.27000000,166.95000000,167.26000000,27880.88200000
2025-07-16 14:30:00,167.26000000,167.87000000,167.12000000,167.69000000,93528.16900000
2025-07-16 14:35:00,167.69000000,167.69000000,167.11000000,167.35000000,31857.71400000
2025-07-16 14:40:00,167.35000000,167.63000000,167.22000000,167.59000000,17563.33400000
2025-07-16 14:45:00,167.58000000,167.96000000,167.54000000,167.81000000,47476.34600000
2025-07-16 14:50:00,167.80000000,167.88000000,167.11000000,167.25000000,50008.62300000
2025-07-16 14:55:00,167.24000000,167.80000000,167.12000000,167.57000000,30189.41500000
